Country,VendorName,VendorNumber,PaymentCount,PaymentAmount,InvoiceLineAmountLocal,Currency,ThirdPartyPaymentsLineId,GIAccountDescription,PaymentType,PaymentSubtype,BusinessActivity,InvoiceGIDate
USA,Oscar Martinez Salvador,93300578,5,44000,8800,USD,93300578,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Grants & Donations,22-09-2022
USA,Oscar Martinez Salvador,93300578,5,44000,8800,USD,93300578,Taxi Fares,Monetory TOV,Networking,Entertainment,08-11-2022
USA,Oscar Martinez Salvador,93300578,5,44000,8800,USD,93300578,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,09-10-2022
USA,Marcela Gomez Salvador,93300579,5,8700,1740,USD,93300579,Air Fares,CERPS Invoice,Logistics,Gifts,04-07-2023
USA,Marcela Gomez Salvador,93300579,5,8700,1740,USD,93300579,Air Fares,Monetory TOV,PaidScholarship,Market Research,05-08-2022
USA,Marcela Gomez Salvador,93300579,5,8700,1740,USD,93300579,Air Fares,Monetory TOV,Networking,Grants & Donations,14-01-2022
USA,Marcela Gomez Salvador,93300579,5,8700,1740,USD,93300579,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Travel Expenses,29-07-2023
USA,Marcela Gomez Salvador,93300579,5,8700,1740,USD,93300579,Other Travel Cost,CERPS Invoice,PaidScholarship,Travel Expenses,27-04-2023
USA,Natalia Fernandez,93300580,5,44000,8800,USD,93300580,Taxi Fares,CERPS Invoice,PaidScholarship,Sponsorships,25-04-2022
USA,Natalia Fernandez,93300580,5,44000,8800,USD,93300580,Postage & Couriers,CERPS Invoice,N/A,HCP Fee for Service,01-07-2022
USA,Natalia Fernandez,93300580,5,44000,8800,USD,93300580,Postage & Couriers,CERPS Invoice,N/A,Entertainment,24-10-2022
USA,Natalia Fernandez,93300580,5,44000,8800,USD,93300580,Digital Production,CERPS Invoice,N/A,Market Research,10-02-2022
USA,Natalia Fernandez,93300580,5,44000,8800,USD,93300580,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Other HCO Expenditure,04-06-2022
USA,Diego Torres,93300581,5,8700,1740,USD,93300581,Hotel & Accomidation,Monetory TOV,Logistics,Market Research,08-02-2022
USA,Diego Torres,93300581,5,8700,1740,USD,93300581,Taxi Fares,Monetory TOV,N/A,Travel Expenses,27-02-2022
USA,Diego Torres,93300581,5,8700,1740,USD,93300581,Air Fares,CERPS Invoice,N/A,Other HCO Expenditure,16-05-2023
USA,Diego Torres,93300581,5,8700,1740,USD,93300581,Digital Production,Monetory TOV,PaidTravel Expenses,Grants & Donations,02-04-2023
USA,Diego Torres,93300581,5,8700,1740,USD,93300581,Postage & Couriers,CERPS Invoice,Networking,Grants & Donations,02-06-2022
USA,Julian Torres Alejandro,93300732,6,47500,7916,USD,93300732,Taxi Fares,Monetory TOV,N/A,Sponsorships,22-06-2022
USA,Julian Torres Alejandro,93300732,6,47500,7916,USD,93300732,Air Fares,CERPS Invoice,Networking,Sponsorships,20-02-2022
USA,Julian Torres Alejandro,93300732,6,47500,7916,USD,93300732,Vehicle Parking,CERPS Invoice,Logistics,Other HCO Expenditure,04-09-2023
USA,Julian Torres Alejandro,93300732,6,47500,7916,USD,93300732,Postage & Couriers,CERPS Invoice,PaidScholarship,Travel Expenses,02-04-2022
USA,Julian Torres Alejandro,93300732,6,47500,7916,USD,93300732,Taxi Fares,Monetory TOV,PaidScholarship,Sponsorships,06-11-2022
USA,Julian Torres Alejandro,93300732,6,47500,7916,USD,93300732,Vehicle Parking,Monetory TOV,Networking,Grants & Donations,11-11-2023
USA,Laura Martinez Michael,93300733,6,48000,8000,USD,93300733,Vehicle Parking,CERPS Invoice,Networking,Other HCO Expenditure,29-12-2023
USA,Laura Martinez Michael,93300733,6,48000,8000,USD,93300733,Air Fares,Monetory TOV,Logistics,Grants & Donations,09-07-2023
USA,Laura Martinez Michael,93300733,6,48000,8000,USD,93300733,Employee Training,Monetory TOV,PaidScholarship,HCP Fee for Service,28-12-2022
USA,Laura Martinez Michael,93300733,6,48000,8000,USD,93300733,Air Fares,Monetory TOV,N/A,Other HCO Expenditure,24-12-2023
USA,Laura Martinez Michael,93300733,6,48000,8000,USD,93300733,Taxi Fares,CERPS Invoice,Logistics,Membership Fees,19-01-2023
USA,Laura Martinez Michael,93300733,6,48000,8000,USD,93300733,Other Travel Cost,Monetory TOV,Networking,Market Research,10-11-2022
USA,Andrea Torres,93300734,6,47000,7833,USD,93300734,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Travel Expenses,14-03-2022
USA,Andrea Torres,93300734,6,47000,7833,USD,93300734,Hotel & Accomidation,Monetory TOV,PaidScholarship,Sponsorships,10-06-2022
USA,Andrea Torres,93300734,6,47000,7833,USD,93300734,Digital Production,Monetory TOV,Networking,Market Research,13-07-2022
USA,Andrea Torres,93300734,6,47000,7833,USD,93300734,Hotel & Accomidation,Monetory TOV,N/A,Entertainment,11-06-2023
USA,Andrea Torres,93300734,6,47000,7833,USD,93300734,Vehicle Parking,CERPS Invoice,PaidScholarship,Travel Expenses,01-09-2023
USA,Andrea Torres,93300734,6,47000,7833,USD,93300734,Air Fares,Monetory TOV,PaidScholarship,Sponsorships,03-09-2023
USA,Oscar Silva Gonzalez,93300735,6,47500,7916,USD,93300735,Air Fares,CERPS Invoice,N/A,Gifts,16-12-2023
USA,Oscar Silva Gonzalez,93300735,6,47500,7916,USD,93300735,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Membership Fees,15-07-2023
USA,Oscar Silva Gonzalez,93300735,6,47500,7916,USD,93300735,Taxi Fares,Monetory TOV,Logistics,Other HCO Expenditure,26-08-2023
USA,Oscar Silva Gonzalez,93300735,6,47500,7916,USD,93300735,Air Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,19-09-2023
USA,Oscar Silva Gonzalez,93300735,6,47500,7916,USD,93300735,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,01-07-2022
USA,Oscar Silva Gonzalez,93300735,6,47500,7916,USD,93300735,Digital Production,Monetory TOV,N/A,HCP Fee for Service,09-10-2023
USA,Juan Gomez,93300736,6,48000,8000,USD,93300736,Employee Training,Monetory TOV,PaidScholarship,Travel Expenses,12-04-2023
USA,Juan Gomez,93300736,6,48000,8000,USD,93300736,Air Fares,Monetory TOV,N/A,Membership Fees,06-04-2022
USA,Juan Gomez,93300736,6,48000,8000,USD,93300736,Postage & Couriers,Monetory TOV,Networking,Market Research,24-11-2023
USA,Juan Gomez,93300736,6,48000,8000,USD,93300736,Vehicle Parking,Monetory TOV,N/A,Grants & Donations,18-03-2022
USA,Juan Gomez,93300736,6,48000,8000,USD,93300736,Vehicle Parking,Monetory TOV,Networking,Sponsorships,06-09-2022
USA,Juan Gomez,93300736,6,48000,8000,USD,93300736,Employee Training,Monetory TOV,N/A,Membership Fees,23-10-2023
USA,Diego Beatriz Silva,93300737,6,9400,1566,USD,93300737,Air Fares,Monetory TOV,PaidScholarship,Other HCO Expenditure,10-04-2022
USA,Diego Beatriz Silva,93300737,6,9400,1566,USD,93300737,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Grants & Donations,07-05-2023
USA,Diego Beatriz Silva,93300737,6,9400,1566,USD,93300737,Hotel & Accomidation,Monetory TOV,PaidScholarship,Travel Expenses,01-08-2022
USA,Diego Beatriz Silva,93300737,6,9400,1566,USD,93300737,Taxi Fares,Monetory TOV,Networking,HCP Fee for Service,25-12-2023
USA,Diego Beatriz Silva,93300737,6,9400,1566,USD,93300737,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Gifts,19-01-2023
USA,Diego Beatriz Silva,93300737,6,9400,1566,USD,93300737,Digital Production,Monetory TOV,Networking,Sponsorships,21-10-2023
USA,Marcelo Castro,93300738,6,46500,7750,USD,93300738,Vehicle Parking,CERPS Invoice,Logistics,Other HCO Expenditure,05-07-2022
USA,Marcelo Castro,93300738,6,46500,7750,USD,93300738,Air Fares,Monetory TOV,Networking,Grants & Donations,13-01-2023
USA,Marcelo Castro,93300738,6,46500,7750,USD,93300738,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Travel Expenses,12-04-2023
USA,Marcelo Castro,93300738,6,46500,7750,USD,93300738,Air Fares,CERPS Invoice,N/A,Market Research,08-11-2022
USA,Marcelo Castro,93300738,6,46500,7750,USD,93300738,Employee Training,Monetory TOV,Networking,Sponsorships,26-02-2023
USA,Marcelo Castro,93300738,6,46500,7750,USD,93300738,Vehicle Parking,Monetory TOV,Networking,Membership Fees,14-05-2023
USA,Andrea Gomez,93300739,6,46000,7666,USD,93300739,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Training,05-11-2023
USA,Andrea Gomez,93300739,6,46000,7666,USD,93300739,Hotel & Accomidation,Monetory TOV,Logistics,Membership Fees,03-02-2022
USA,Andrea Gomez,93300739,6,46000,7666,USD,93300739,Postage & Couriers,Monetory TOV,Networking,Market Research,05-05-2022
USA,Andrea Gomez,93300739,6,46000,7666,USD,93300739,Air Fares,CERPS Invoice,Networking,Travel Expenses,14-09-2023
USA,Andrea Gomez,93300739,6,46000,7666,USD,93300739,Digital Production,CERPS Invoice,N/A,Other HCO Expenditure,23-09-2023
USA,Andrea Gomez,93300739,6,46000,7666,USD,93300739,Air Fares,Monetory TOV,PaidScholarship,Grants & Donations,14-06-2022
USA,Oscar Martinez,93300740,6,9400,1566,USD,93300740,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Training,12-04-2023
USA,Oscar Martinez,93300740,6,9400,1566,USD,93300740,Postage & Couriers,Monetory TOV,Logistics,Sponsorships,17-03-2022
USA,Oscar Martinez,93300740,6,9400,1566,USD,93300740,Taxi Fares,Monetory TOV,N/A,Travel Expenses,08-02-2022
USA,Oscar Martinez,93300740,6,9400,1566,USD,93300740,Other Travel Cost,CERPS Invoice,N/A,Membership Fees,25-12-2022
USA,Oscar Martinez,93300740,6,9400,1566,USD,93300740,Hotel & Accomidation,CERPS Invoice,Networking,Other HCO Expenditure,27-08-2023
USA,Oscar Martinez,93300740,6,9400,1566,USD,93300740,Postage & Couriers,Monetory TOV,N/A,Sponsorships,06-04-2022
USA,Laura Silva,93300741,6,9300,1550,USD,93300741,Postage & Couriers,CERPS Invoice,N/A,Training,03-04-2023
USA,Laura Silva,93300741,6,9300,1550,USD,93300741,Digital Production,CERPS Invoice,Logistics,Grants & Donations,18-08-2022
USA,Laura Silva,93300741,6,9300,1550,USD,93300741,Postage & Couriers,Monetory TOV,PaidScholarship,Training,15-10-2022
USA,Laura Silva,93300741,6,9300,1550,USD,93300741,Taxi Fares,Monetory TOV,N/A,Gifts,28-12-2023
USA,Laura Silva,93300741,6,9300,1550,USD,93300741,Air Fares,CERPS Invoice,N/A,Other HCO Expenditure,03-02-2022
USA,Laura Silva,93300741,6,9300,1550,USD,93300741,Hotel & Accomidation,Monetory TOV,Networking,Other HCO Expenditure,28-04-2022
USA,Natalia Martinez,93300742,6,9200,1533,USD,93300742,Taxi Fares,Monetory TOV,PaidScholarship,Membership Fees,09-11-2023
USA,Natalia Martinez,93300742,6,9200,1533,USD,93300742,Vehicle Parking,Monetory TOV,N/A,Travel Expenses,31-07-2022
USA,Natalia Martinez,93300742,6,9200,1533,USD,93300742,Postage & Couriers,CERPS Invoice,N/A,Gifts,15-07-2022
USA,Natalia Martinez,93300742,6,9200,1533,USD,93300742,Employee Training,Monetory TOV,PaidTravel Expenses,Gifts,06-09-2023
USA,Natalia Martinez,93300742,6,9200,1533,USD,93300742,Other Travel Cost,Monetory TOV,Networking,Training,20-12-2023
USA,Natalia Martinez,93300742,6,9200,1533,USD,93300742,Other Travel Cost,Monetory TOV,PaidScholarship,Travel Expenses,12-03-2023
USA,Diego Castro,93300743,6,47000,7833,USD,93300743,Other Travel Cost,CERPS Invoice,Networking,Market Research,04-06-2022
USA,Diego Castro,93300743,6,47000,7833,USD,93300743,Vehicle Parking,CERPS Invoice,N/A,Travel Expenses,14-09-2022
USA,Diego Castro,93300743,6,47000,7833,USD,93300743,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Market Research,23-03-2022
USA,Diego Castro,93300743,6,47000,7833,USD,93300743,Postage & Couriers,Monetory TOV,N/A,Travel Expenses,10-11-2023
USA,Diego Castro,93300743,6,47000,7833,USD,93300743,Air Fares,CERPS Invoice,Networking,Sponsorships,10-04-2022
USA,Diego Castro,93300743,6,47000,7833,USD,93300743,Taxi Fares,CERPS Invoice,PaidScholarship,Training,31-12-2023
USA,Oscar Silva,93300744,6,46000,7666,USD,93300744,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Market Research,05-01-2022
USA,Oscar Silva,93300744,6,46000,7666,USD,93300744,Other Travel Cost,CERPS Invoice,PaidScholarship,Travel Expenses,22-02-2022
USA,Oscar Silva,93300744,6,46000,7666,USD,93300744,Air Fares,Monetory TOV,Logistics,Gifts,30-08-2022
USA,Oscar Silva,93300744,6,46000,7666,USD,93300744,Air Fares,CERPS Invoice,Networking,Sponsorships,02-12-2023
USA,Oscar Silva,93300744,6,46000,7666,USD,93300744,Postage & Couriers,Monetory TOV,N/A,Travel Expenses,26-05-2023
USA,Oscar Silva,93300744,6,46000,7666,USD,93300744,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Sponsorships,09-01-2023
USA,Jose Martinez,93300343,4,7400,1850,USD,93300343,Hotel & Accomidation,CERPS Invoice,Logistics,Market Research,01-10-2022
USA,Jose Martinez,93300343,4,7400,1850,USD,93300343,Postage & Couriers,CERPS Invoice,Logistics,Training,18-12-2023
USA,Jose Martinez,93300343,4,7400,1850,USD,93300343,Taxi Fares,CERPS Invoice,Logistics,HCP Fee for Service,18-08-2023
USA,Jose Martinez,93300343,4,7400,1850,USD,93300343,Digital Production,CERPS Invoice,Networking,Gifts,15-07-2022
USA,Raul Gonzalez,93300344,4,36500,9125,USD,93300344,Postage & Couriers,CERPS Invoice,Networking,Sponsorships,11-09-2022
USA,Raul Gonzalez,93300344,4,36500,9125,USD,93300344,Other Travel Cost,Monetory TOV,N/A,Travel Expenses,24-07-2022
USA,Raul Gonzalez,93300344,4,36500,9125,USD,93300344,Digital Production,Monetory TOV,Networking,Other HCO Expenditure,07-05-2022
USA,Raul Gonzalez,93300344,4,36500,9125,USD,93300344,Employee Training,CERPS Invoice,PaidScholarship,HCP Fee for Service,24-07-2022
USA,Carla Julie Ruiz,93300345,4,7100,1775,USD,93300345,Digital Production,Monetory TOV,PaidTravel Expenses,Travel Expenses,23-04-2023
USA,Carla Julie Ruiz,93300345,4,7100,1775,USD,93300345,Hotel & Accomidation,Monetory TOV,N/A,Market Research,05-06-2023
USA,Carla Julie Ruiz,93300345,4,7100,1775,USD,93300345,Taxi Fares,CERPS Invoice,N/A,Travel Expenses,15-03-2023
USA,Carla Julie Ruiz,93300345,4,7100,1775,USD,93300345,Air Fares,CERPS Invoice,Logistics,Travel Expenses,25-08-2022
USA,Adriana Juan Gonzalez,93300346,4,7200,1800,USD,93300346,Postage & Couriers,CERPS Invoice,Logistics,Travel Expenses,03-05-2023
USA,Adriana Juan Gonzalez,93300346,4,7200,1800,USD,93300346,Digital Production,Monetory TOV,Networking,Other HCO Expenditure,31-03-2023
USA,Adriana Juan Gonzalez,93300346,4,7200,1800,USD,93300346,Employee Training,Monetory TOV,PaidScholarship,Grants & Donations,07-05-2022
USA,Adriana Juan Gonzalez,93300346,4,7200,1800,USD,93300346,Hotel & Accomidation,CERPS Invoice,Networking,Training,10-09-2023
USA,Veronica Ruiz,93300347,4,7100,1775,USD,93300347,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Training,16-05-2023
USA,Veronica Ruiz,93300347,4,7100,1775,USD,93300347,Employee Training,Monetory TOV,N/A,Grants & Donations,26-03-2023
USA,Veronica Ruiz,93300347,4,7100,1775,USD,93300347,Other Travel Cost,CERPS Invoice,PaidScholarship,Training,26-04-2022
USA,Veronica Ruiz,93300347,4,7100,1775,USD,93300347,Postage & Couriers,CERPS Invoice,Networking,Gifts,20-06-2022
USA,Jose Gomez,93300348,4,7400,1850,USD,93300348,Other Travel Cost,CERPS Invoice,Logistics,Sponsorships,07-04-2022
USA,Jose Gomez,93300348,4,7400,1850,USD,93300348,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,09-03-2023
USA,Jose Gomez,93300348,4,7400,1850,USD,93300348,Postage & Couriers,Monetory TOV,Networking,Market Research,14-01-2023
USA,Jose Gomez,93300348,4,7400,1850,USD,93300348,Air Fares,Monetory TOV,PaidTravel Expenses,Training,27-06-2022
USA,Elena Pedro Gonzalez,93300349,4,7300,1825,USD,93300349,Employee Training,Monetory TOV,Networking,Other HCO Expenditure,12-05-2022
USA,Elena Pedro Gonzalez,93300349,4,7300,1825,USD,93300349,Air Fares,Monetory TOV,N/A,Membership Fees,28-03-2022
USA,Elena Pedro Gonzalez,93300349,4,7300,1825,USD,93300349,Other Travel Cost,Monetory TOV,Networking,Travel Expenses,05-12-2023
USA,Elena Pedro Gonzalez,93300349,4,7300,1825,USD,93300349,Employee Training,CERPS Invoice,N/A,Grants & Donations,28-01-2023
USA,Carla Martinez ,93300350,4,35500,8875,USD,93300350,Air Fares,Monetory TOV,Networking,Travel Expenses,29-05-2023
USA,Carla Martinez ,93300350,4,35500,8875,USD,93300350,Taxi Fares,Monetory TOV,PaidScholarship,HCP Fee for Service,02-09-2023
USA,Carla Martinez ,93300350,4,35500,8875,USD,93300350,Hotel & Accomidation,CERPS Invoice,PaidScholarship,Membership Fees,29-09-2023
USA,Carla Martinez ,93300350,4,35500,8875,USD,93300350,Other Travel Cost,Monetory TOV,Logistics,HCP Fee for Service,17-01-2022
USA,Raul Martinez,93300351,4,7200,1800,USD,93300351,Postage & Couriers,CERPS Invoice,Logistics,Membership Fees,10-09-2022
USA,Raul Martinez,93300351,4,7200,1800,USD,93300351,Postage & Couriers,Monetory TOV,Networking,Entertainment,29-12-2023
USA,Raul Martinez,93300351,4,7200,1800,USD,93300351,Postage & Couriers,Monetory TOV,Networking,Sponsorships,04-06-2023
USA,Raul Martinez,93300351,4,7200,1800,USD,93300351,Taxi Fares,Monetory TOV,Logistics,Travel Expenses,16-05-2023
USA,Elena Lee Torres,93300352,4,7100,1775,USD,93300352,Taxi Fares,CERPS Invoice,PaidScholarship,Other HCO Expenditure,25-01-2022
USA,Elena Lee Torres,93300352,4,7100,1775,USD,93300352,Taxi Fares,Monetory TOV,PaidTravel Expenses,Travel Expenses,26-10-2023
USA,Elena Lee Torres,93300352,4,7100,1775,USD,93300352,Digital Production,CERPS Invoice,PaidScholarship,Other HCO Expenditure,15-07-2023
USA,Elena Lee Torres,93300352,4,7100,1775,USD,93300352,Postage & Couriers,CERPS Invoice,PaidScholarship,Market Research,11-01-2023
USA,Jose Ruiz,93300353,4,7400,1850,USD,93300353,Employee Training,Monetory TOV,PaidTravel Expenses,Gifts,13-04-2022
USA,Jose Ruiz,93300353,4,7400,1850,USD,93300353,Air Fares,CERPS Invoice,PaidTravel Expenses,Gifts,26-02-2022
USA,Jose Ruiz,93300353,4,7400,1850,USD,93300353,Postage & Couriers,CERPS Invoice,PaidScholarship,Training,26-01-2022
USA,Jose Ruiz,93300353,4,7400,1850,USD,93300353,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Grants & Donations,22-11-2022
USA,Adriana Lee Martinez,93300354,4,36500,9125,USD,93300354,Taxi Fares,CERPS Invoice,Networking,Travel Expenses,30-04-2023
USA,Adriana Lee Martinez,93300354,4,36500,9125,USD,93300354,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Entertainment,02-03-2022
USA,Adriana Lee Martinez,93300354,4,36500,9125,USD,93300354,Taxi Fares,Monetory TOV,Networking,Travel Expenses,04-09-2023
USA,Adriana Lee Martinez,93300354,4,36500,9125,USD,93300354,Employee Training,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,04-07-2022
USA,Elena Castro,93300355,4,36000,9000,USD,93300355,Taxi Fares,Monetory TOV,Networking,Travel Expenses,13-08-2022
USA,Elena Castro,93300355,4,36000,9000,USD,93300355,Other Travel Cost,Monetory TOV,PaidTravel Expenses,HCP Fee for Service,28-08-2023
USA,Elena Castro,93300355,4,36000,9000,USD,93300355,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Market Research,13-03-2023
USA,Elena Castro,93300355,4,36000,9000,USD,93300355,Vehicle Parking,Monetory TOV,PaidScholarship,Grants & Donations,27-07-2023
USA,Laura Gomez Silva ,93300607,5,41500,8300,USD,93300607,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Entertainment,20-04-2023
USA,Laura Gomez Silva ,93300607,5,41500,8300,USD,93300607,Taxi Fares,Monetory TOV,N/A,Sponsorships,30-08-2022
USA,Laura Gomez Silva ,93300607,5,41500,8300,USD,93300607,Air Fares,CERPS Invoice,Logistics,Gifts,10-04-2022
USA,Laura Gomez Silva ,93300607,5,41500,8300,USD,93300607,Hotel & Accomidation,Monetory TOV,N/A,HCP Fee for Service,05-11-2023
USA,Laura Gomez Silva ,93300607,5,41500,8300,USD,93300607,Digital Production,CERPS Invoice,Networking,Travel Expenses,29-12-2022
USA,Carla Gonzalez,93300608,5,42500,8500,USD,93300608,Other Travel Cost,Monetory TOV,PaidScholarship,Training,05-09-2023
USA,Carla Gonzalez,93300608,5,42500,8500,USD,93300608,Employee Training,Monetory TOV,Networking,Grants & Donations,15-03-2022
USA,Carla Gonzalez,93300608,5,42500,8500,USD,93300608,Vehicle Parking,CERPS Invoice,Networking,Membership Fees,16-08-2022
USA,Carla Gonzalez,93300608,5,42500,8500,USD,93300608,Hotel & Accomidation,CERPS Invoice,PaidTravel Expenses,Entertainment,02-11-2023
USA,Carla Gonzalez,93300608,5,42500,8500,USD,93300608,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,Market Research,04-08-2023
USA,Veronica Juan Ruiz,93300609,5,41000,8200,USD,93300609,Postage & Couriers,CERPS Invoice,Logistics,Training,09-12-2023
USA,Veronica Juan Ruiz,93300609,5,41000,8200,USD,93300609,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Gifts,15-05-2023
USA,Veronica Juan Ruiz,93300609,5,41000,8200,USD,93300609,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Training,20-12-2023
USA,Veronica Juan Ruiz,93300609,5,41000,8200,USD,93300609,Digital Production,CERPS Invoice,N/A,Gifts,24-08-2022
USA,Veronica Juan Ruiz,93300609,5,41000,8200,USD,93300609,Postage & Couriers,CERPS Invoice,Logistics,HCP Fee for Service,09-10-2023
USA,Monica Ruiz,93300610,5,41500,8300,USD,93300610,Digital Production,Monetory TOV,PaidScholarship,Membership Fees,06-06-2022
USA,Monica Ruiz,93300610,5,41500,8300,USD,93300610,Other Travel Cost,CERPS Invoice,Networking,Membership Fees,02-08-2022
USA,Monica Ruiz,93300610,5,41500,8300,USD,93300610,Other Travel Cost,CERPS Invoice,Networking,Other HCO Expenditure,07-01-2023
